,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure
659,Unprovoked,surfing,M,29,Foot bitten,N,1130,Blacktip shark,20141005,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,19.6,9.165705614567528,13.0,1015.7
660,Unprovoked,fishing,F,40,Thigh bitten,N,1800,Not Determined,20141007,"USA Florida Cherie Down Park, Brevard County",28.3918352,-80.5969563,24.3,9.165705614567528,5.8,1018.4
661,Unprovoked,surfing,M,15,Foot bitten,N,1100,Blacktip shark,20141005,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,19.6,9.165705614567528,13.0,1015.7
662,Unprovoked,surfing,M,28,Lacerations to knee,N,1730,8' to 10' shark,20141002,"USA California Walls Beach, Vandenberg AFB, Santa Barbara County",34.7069443,-120.6007178,22.2,9.165705614567528,11.2,1013.3
663,Unprovoked,surfing,M,23,"Left arm & right hand severed, lacerations to both legs",N,1100,"2 white shark: 13' & 9""8""",20141002,"AUSTRALIA Western Australia Kelpids Beach, Wylie Bay, Esperance",-33.8324777,121.9970721,19.9,9.165705614567528,12.665633608815426,1016.2291060291059
664,Unprovoked,surfing,M,27,Minor injury to left foot,N,1130,Not Determined,20140921,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.6,9.165705614567528,7.9,1015.3
665,Unprovoked,swimming,M,50,FATAL,Y,1045,7' shark,20140909,"AUSTRALIA New South Wales Clarkes Beach, Byron Bay",-28.6396907,153.6272755,24.041155660377356,8.0,12.665633608815426,1016.2291060291059
666,Unprovoked,fishing,M,43,Leg bitten,N,1300,Bull shark,20140906,"USA Alabama Katrina Cut, Dauphin Island, Mobile County",30.2542565,-88.1124155,26.0,9.165705614567528,4.3,1016.2291060291059
667,Provoked,fishing,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,2000,3' to 4' shark,20140902,"USA Florida Fletcher Beach, Hutchinson Island, Martin County",27.2054948,-80.1694057,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
668,Unprovoked,playing,M,16,Lacerations to right hand,N,9999,Not Determined,19875253,SPAIN Catalonia Salou,41.0777465,1.1315926,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
669,Unprovoked,surfing,F,13,Injury to left calf,N,1640,Spinner shark,20140831,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,28.1,9.165705614567528,6.5,1020.2
670,Unprovoked,surfing,M,17,Lacerations to shin,N,9999,Spinner shark or blacktip shark,20140829,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983,26.8,9.165705614567528,7.9,1017.6
671,Provoked,fishing,M,33,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,9999,Not Determined,20140828,USA Maryland Assateague National Seashore,38.0607973,-75.2362382,25.3,9.165705614567528,10.8,1013.3
672,Unprovoked,swimming,F,30,Minor lacerations to posterior lower leg,N,9999,small shark,20140827,SPAIN Alicante Benidorm,38.5410566,-0.1224937,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
673,Unprovoked,surfing,M,29,Laceration to left hand,N,9999,4' to 6' shark,20140827,"USA North Carolina Figure Eight Island,  New Hanover County",34.2693745,-77.7444928,24.041155660377356,9.165705614567528,11.5,1016.2291060291059
674,Unprovoked,standing,F,27,Heel bitten,N,1500,Not Determined,20140827,"USA South Carolina Surfside Beach, Horry  County",33.6060031,-78.97308869999999,22.8,9.165705614567528,3.9,1015.5
675,Provoked,fishing,M,27,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,9999,"Bull shark, 4.5' ",20140825,USA Florida Apalachicola Bay ,29.6718143,-85.0025539,28.2,9.165705614567528,14.8,1012.4
676,Unprovoked,boarding,Not Determined,27,Laceration to left foot,N,9999,4' shark,20140824,"USA North Carolina Off Masonboro Island, New Hanover County",34.1231687,-77.8515264,24.8,9.165705614567528,21.6,1016.2291060291059
677,Unprovoked,spearfishing,M,31,Lacerations to face and neck,N,9999,reef shark,20140816,AUSTRALIA Western Australia Gnaraloo,-24.1243005,113.456677,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
678,Unprovoked,standing,M,27,Puncture wounds and lacerations to left thigh and knee,N,1110," Bull shark, 8'",20140812,"USA Florida 3 to 4 miles west of Indian Pass, Gulf County",29.6904903,-85.2643618,28.3,9.165705614567528,10.9,1013.9
679,Unprovoked,no activity,M,26,Puncture wounds & lacerations to foot,N,9999,Not Determined,20140810,"USA Florida Hallandale Beach, Broward County",25.9812024,-80.14837899999999,29.7,9.165705614567528,6.5,1018.0
680,Unprovoked,swimming,F,10,Puncture wounds to right foot & ankle,N,1330,Not Determined,20140809,"USA Florida Lori Wilson Park, Cocoa Beach, Brevard  County",28.3371416,-80.60948499999999,27.8,9.165705614567528,10.6,1017.9
681,Unprovoked,swimming,M,7,Minor lacerations to left heel and big toe,N,1800," Bull shark, 5'",20140808,"USA Louisiana Lake Ponchartain off Southshore Harbor, New Orleans",30.03805909999999,-90.0155759,29.5,24.6,11.9,1015.6
682,Unprovoked,boarding,M,10,Lacerations to right leg & foot,N,1400,4' tp 5' shark,20140806,"USA South Carolina Folly Beach, Charleston County",32.6551798,-79.94036729999999,29.1,9.165705614567528,9.7,1015.2
683,Unprovoked,swimming,F,45,Lacerations to  foot,N,9999,Not Determined,20140805,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,27.4,4.8,13.3,1016.7
684,Unprovoked,surfing,M,50,Foot bitten,N,9999,Not Determined,20140802,"USA Florida South of Cocoa Beach, Brevard County",28.2813972,-80.6064403,29.0,9.165705614567528,14.0,1015.1
685,Unprovoked,boarding,M,8,Laceration to ankle,N,1300,Not Determined,20140802,"USA Florida Table Beach, Brevard County",28.2666061,-80.60564339999999,29.0,9.165705614567528,14.0,1015.1
686,Unprovoked,surfing,M,20,Lower limbs & thigh bitten,N,1400,White shark,20140801,SOUTH AFRICA Western Cape Province Muizenberg,-34.0898847,18.495859,13.6,9.165705614567528,6.9,1016.2291060291059
687,Unprovoked,swimming,M,27,Left foot bitten,N,9999,Possibly juvenile tiger shark,20140727,"USA North Carolina Sunset Beach, Brunswick County",33.8820632,-78.5183816,29.6,9.165705614567528,15.8,1013.6
688,Unprovoked,standing,M,8,Lacerations to right knee,N,1200,Not Determined,20140721,"USA Florida Indialantic, Brevard County",28.0894599,-80.5656079,28.6,14.2,9.4,1017.9
689,Unprovoked,wading,Not Determined,27,Minor injury,N,9999,Angel shark,20140720,"SPAIN Canary Islands Teresita, Santa Cruz, Tenerife",28.5097119,-16.1847441,19.4,9.165705614567528,12.665633608815426,1016.2291060291059
690,Unprovoked,swimming,M,61,Lacerations to left foot,N,1750,6' to 8' shark,20140716,"USA Hawaii Paia Bay, Maui",20.9173855,-156.3836273,26.6,32.8,25.2,1017.6
691,Unprovoked,swimming,M,39,Puncture wounds to foot,N,1430,4' shark,20140714,USA Florida Okaloosa Island,30.3980135,-86.5977355,28.7,9.165705614567528,10.4,1017.1
692,Unprovoked,surfing,M,27,Lacerations to hand and wrist,N,9999,Not Determined,20140712,"USA North Carolina Masonboro Island, New Hanover County",34.1231687,-77.8515264,25.4,9.165705614567528,7.9,1016.2291060291059
693,Unprovoked,surfing,M,14,Lacerations to foot,N,1400,Not Determined,20140709,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,25.8,0.8,6.5,1019.3
694,Provoked,swimming,M,27,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,0930," White shark, 7' ",20140705,"USA California Manhattan Beach, Los Angeles County",33.8847361,-118.4109089,22.8,9.165705614567528,11.2,1016.3
695,Unprovoked,surfing,M,27,"No injury, surboard bitten",N,0730,Not Determined,20140705,"USA California Oceano Dunes State Beach, San Luis Obispo County",35.1055739,-120.630317,19.0,9.165705614567528,8.7,1016.6
696,Unprovoked,surfing,M,19,Right hand bitten,N,1500,4' to 5' shark,20140703,"USA South Carolina Isle of Palms, Charleston County",32.8194131,-79.7343791,25.7,4.1,13.1,1011.7
697,Unprovoked,surfing,M,27,"No injury, surfboard 'attacked'",N,1701,Not Determined,20140618,"AUSTRALIA South Australia Middleton Point, Fleurieu Peninsula",-35.5142799,138.70844,11.4,9.165705614567528,12.665633608815426,1016.2291060291059
698,Unprovoked,boarding,M,15,Lacerations to knee,N,1700,Not Determined,20140618,"AUSTRALIA South Australia Middleton Point, Fleurieu Peninsula",-35.5142799,138.70844,11.4,9.165705614567528,12.665633608815426,1016.2291060291059
699,Unprovoked,standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,1700," Sandbar shark, 3' to 4'",20140609,"USA Delaware Cape Henlopen State Park, Sussex County",38.8031678,-75.09462549999999,24.5,9.165705614567528,23.6,1012.7
700,Unprovoked,boarding,M,39,Minor injury to torso,N,0945,"Bronze whaler shark, 1.5m",20140609,"AUSTRALIA South Australia Parsons Beach,  Fleurieu Peninsula",-35.6305742,138.4671696,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
701,Unprovoked,surfing,M,43,Left arm bitten,N,1800,Not Determined,20140608,JAPAN Atsumi peninsula Aichi,34.6500622,137.233385,22.4,9.165705614567528,12.665633608815426,1016.2291060291059
702,Unprovoked,kneeling,F,14,Shallow lacerations & puncture wounds below shoulder,N,1800,Not Determined,20140607,"USA Texas West Beach, Galveston",29.2000762,-94.9418083,28.2,9.165705614567528,18.7,1014.1
703,Unprovoked,swimming,F,22,Laceration to right lower leg,N,1330,Bull shark,20140601,USA Florida Fort Lauderdale,26.1224386,-80.13731740000001,27.8,7.1,21.6,1016.2
704,Unprovoked,surfing,M,27,Lacerations & puncture wounds to ankle and foot,N,0800,Not Determined,20140601,"AUSTRALIA New South Wales Seven Mile Beach, Gerroa",-34.7679417,150.8136841,13.1,3.2,6.6,1016.2291060291059
705,Unprovoked,diving,M,27,Lacerations to left thigh and hip,N,0800,3m shark,20140523,FRANCE Wallis and Futuna Wallis Island,-13.2959105,-176.2056843,26.5,19.8,12.665633608815426,1016.2291060291059
706,Provoked,teasing,M,10,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,9999," Tawney nurse shark, 1m",20140522,AUSTRALIA New South Wales The Australian Shark and Ray Centre,-32.7702345,152.0664516,15.2,0.2,12.665633608815426,1016.2291060291059
707,Unprovoked,boarding,F,38,Calf bitten,N,1130,Not Determined,20140515,"USA Florida Juan Ponce de LeÃ³n Landing, Melbourne Beach, Brevard County",28.010895,-80.5302978,24.9,14.7,15.5,1016.2291060291059
708,Unprovoked,surfing,M,35,"No injury, but surfboard severely damaged",N,0930," white shark, 15' ",20140514,"AUSTRALIA South Australia Elliston, Eyre Peninsula",-33.6105599,135.8691399,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
709,Unprovoked,wading,F,44,Lacerations and puncture wounds to right foot,N,1100,Not Determined,20140513,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,25.8,9.165705614567528,13.4,1020.1
710,Unprovoked,surfing,M,12,Puncture wounds to right thigh,N,9999,Shark involvement not confirmed,20140511,"USA Georgia Tybee Island, Chatham County",32.0002152,-80.845666,25.9,47.8,5.8,1019.7
711,Unprovoked,swimming,F,40,Lacerations to left foot,N,1500,4' to 5' shark,20140506,"USA South Carolina Coligny Beach, Hilton Head, Beaufort County",32.14156200000001,-80.7510617,25.6,9.165705614567528,11.2,1014.9
712,Unprovoked,diving,Not Determined,27,4-inch laceration to arm,N,9999,Cow shark,20140504,SOUTH AFRICA Western Cape Province Simonstown,-34.1937654,18.4356653,15.2,9.165705614567528,21.6,1016.2291060291059
713,Unprovoked,surfing,M,23,Laceration to right hand and cuts on fingertips,N,1500,3' shark,20140501,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.5,10.2,13.0,1016.2291060291059
714,Unprovoked,spearfishing,M,27,Minor injury,N,9999,reef shark?,20140424,"AUSTRALIA Western Australia South Passage, south of Coral Bay",-23.1422976,113.7723112,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
715,Unprovoked,swimming,M ,42,Laceration & puncture wounds to right foot,N,1530,Not Determined,20140422,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,20.9,9.165705614567528,11.2,1013.6
716,Unprovoked,wading,M,25,Minor lacerations to left foot,N,0957,Not Determined,20140415,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,22.8,14.2,14.0,1016.2291060291059
717,Provoked,fishing,M,27,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,0800," Raggedtooth shark, 2m",20140412,SOUTH AFRICA Eastern Cape Province Port Alfred,-33.5864065,26.8851448,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
718,Unprovoked,surfing,M,27,Minor puncture wounds to lower left leg,N,1350,Not Determined,20140404,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,22.5,9.165705614567528,10.1,1017.3
719,Unprovoked,surfing,M,27,Lacerations to foot,N,1330,Not Determined,20140404,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,22.5,9.165705614567528,10.1,1017.3
720,Unprovoked,swimming,F,63,FATAL,Y,0820,3 m to 4 m white shark,20140403,AUSTRALIA New South Wales Tathra,-36.7360215,149.9674229,24.041155660377356,0.2,12.665633608815426,1016.2291060291059
721,Unprovoked,swimming,M,66,FATAL,Y,1500,2 m shark,20140322,"SOUTH AFRICA Eastern Cape Province Second Beach, Port St Johns",-31.6409371,29.5299196,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
722,Unprovoked,0,M,27,Lacerations to left forearm,N,9999,4' to 5' shark,20140322,USA Florida Delray Beach,26.4614625,-80.0728201,24.8,4.6,20.4,1017.4
723,Unprovoked,surfing,M,9,Lacerations to toes and heel of right foot,N,9999,Not Determined,20140321,USA Florida Macarthur State Park,26.8260347,-80.0409178,23.7,9.165705614567528,17.6,1016.5
724,Unprovoked,surfing,M,42,Shark leapt onto surfboard; surfer uninjured ,N,0800,Not Determined,20140318,AUSTRALIA Victoria Winkipop Beach,-38.3680831,144.2849552,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
725,Unprovoked,swimming,M,27,Minor lacerations to foot,N,1800,Wobbegong shark,20140312,AUSTRALIA New South Wales Lighthouse Beach,-28.87259989999999,153.5899247,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
726,Unprovoked,surfing,M,21,Lacerations to toes,N,9999,Blacktip or spinner shark?,20140302,"USA Florida Santa Lucea Beach, South Hutchinson Island, St. Lucie County",27.2073806,-80.1710775,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
727,Unprovoked,kitesurfing,M,21,Lacerations to lower leg,N,1600,Blacktip reef shark ,20140220,FRENCH POLYNESIA Society Islands Huahine,-16.7882653,-150.9889238,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
728,Unprovoked,spearfishing,M,28,FATAL,Y,1200,Not Determined,20140208,"AUSTRALIA South Australia Goldsmith Beach, Yorke Peninsula",-35.15153370000001,137.6854778,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
729,Unprovoked,surfing,M,28,Lacerations to leg,N,2030,7-gill shark?,20140207,NEW ZEALAND South Island Porpoise Bay,-46.6491468,169.1171787,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
730,Provoked,fishing,M,27,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,9999,1m shark,20140126,AUSTRALIA New South Wales Umina Beach,-33.528746,151.307503,24.041155660377356,1.0,12.665633608815426,1016.2291060291059
731,Unprovoked,spearfishing,M,24,Minor injury to left lower leg & heel,N,9999,7-gill shark,20140125,NEW ZEALAND South Island Garden Bay near Cosy Nook,-46.3324987,167.7113238,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
732,Unprovoked,snorkeling,M,37,Leg bitten,N,1100,Reported to involve a bull shark,20131225,"NEW CALEDONIA North Province LindÃ©ralique, HienghÃ¨ne",-20.6816368,164.9746487,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
733,Unprovoked,surfing,M,19,Injuries to left thigh,N,0845,"White shark, 3m ",20131216,SOUTH AFRICA Western Cape Province Die Platt,-33.2277918,21.8568586,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
734,Unprovoked,boarding,M,29,Lacerations to right hand & knee,N,0800,"Tiger shark, 10' to 12'",20131211,"USA Hawaii Ninole Bay, Hawaii County",19.9388888,-155.1688889,22.3,9.165705614567528,11.9,1016.9
735,Unprovoked,surfing,M,30,Right foot bitten,N,1430,4' to 6' shark,20131210,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,23.4,9.165705614567528,10.8,1020.3
736,Unprovoked,surfing,M,26,"Puncture wounds to hand, laceration to leg",N,1815," Wobbegong shark, 1.6 to 1.8m ",20131205,"AUSTRALIA New South Wales Shelly Beach, near Port Macquarie",-31.4540324,152.9314408,21.3,2.6,12.665633608815426,1016.2291060291059
737,Unprovoked,kayaking,M,57,FATAL,Y,0900,Not Determined,20131202,"USA Hawaii Between  Makena & Molokini, Maui",20.631745,-156.495507,24.6,9.165705614567528,6.1,1015.2
738,Unprovoked,snorkeling,F,58,Right calf bitten,N,1300,Not Determined,19875253,"USA Hawaii Keawekapu Beach, Kihei, Maui",20.7039159,-156.4463238,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
739,Unprovoked,surfing,M,35,FATAL,Y,0900,Thought to involve a white shark,20131123,AUSTRALIA Western Australia Gracetown,-33.8659028,114.9871708,24.041155660377356,5.0,12.665633608815426,1016.2291060291059
740,Unprovoked,surfing,M,25,"No injury, board bitten",N,1030,"White shark, 10 '",20131122,"USA Oregon Gleneden Beach, Lincoln County",44.8814151,-124.034593,7.0,9.165705614567528,38.5,1016.2291060291059
741,Unprovoked,surfing,M,27,"No injury, board bumped by shark",N,1500,Reported to involve a white shark,20131112,"AUSTRALIA Western Australia Trigg Beach, Perth",-31.8779189,115.7517755,21.3,9.165705614567528,23.0,1016.2291060291059
742,Unprovoked,boarding,M,16,"No injury, swim fin bitten",N,1800,Not Determined,20131107,"USA New Jersey Bay Head, Ocean County",40.0717828,-74.0543036,24.041155660377356,16.4,12.665633608815426,1016.2291060291059
743,Unprovoked,surfing,M,27,Foot bitten,N,9999,Not Determined,20131107,"USA Florida Floridana Beach, Brevard County",27.9456312,-80.497996,23.0,9.165705614567528,10.8,1016.0
744,Unprovoked,kiteboarding,M,46,Severe bite to right calf & anklel,N,1519,Tiger shark,20131031,"USA Hawaii Kanaha Beach, Maui",20.8996987,-156.4405938,25.2,9.165705614567528,18.7,1016.2291060291059
745,Unprovoked,snorkeling,F,60,Lacerations to right arm,N,1800,"Blacktip reef shark, 1m",20131028,AUSTRALIA Western Australia Turquoise Bay,-22.0986307,113.8883181,29.2,9.165705614567528,12.665633608815426,1016.2291060291059
746,Unprovoked,diving,M,27,"No injury, swim fin shredded",N,1055,Reported to involve a 4 m white shark,20131026,"AUSTRALIA Western Australia Little Island, near Hillarys",-31.8123368,115.7091154,19.8,9.165705614567528,12.6,1016.2291060291059
747,Unprovoked,surfing,M,41,Injuries to right foot,N,1815,Wobbegong shark,20131024,AUSTRALIA New South Wales South Narrabeen Beach,-33.7095423,151.3033826,24.041155660377356,0.2,12.665633608815426,1016.2291060291059
748,Unprovoked,diving,M,45,"3"" laceration to left hip",N,1555,"Whitetip reef shark, 4' to 6'",20131023,"USA Hawaii Waiehu, Maui",20.9297229,-156.5045315,26.1,9.165705614567528,16.9,1015.7
749,Unprovoked,surfing,M,25,"No injury, shark bit surfboard",N,1100,Tiger shark,20131020,"USA Hawaii Pila'a Beach, Kaua'i",22.2147222,-159.3658333,24.2,9.165705614567528,12.2,1012.7
750,Unprovoked,wading,M,6,Bitten on left calf & foot,N,1500,Nurse shark?,20131019,USA Florida Miami Beach,25.790654,-80.1300455,27.7,9.165705614567528,9.7,1013.7
751,Unprovoked,swimming,M,74,FATAL,Y,1130,White shark,20131011,"SOUTH AFRICA Eastern Cape Province Albatros Point, near Jeffrey's Bay",-34.0168116,24.9279618,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
752,Unprovoked,diving,M,55,"Injuries to torso, head and face",N,1030,White shark,20131008,"AUSTRALIA Western Australia Off Poison Creek, Cape Arid",-33.9036415,123.3512705,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
753,Unprovoked,surfing,M,45,Laceration to thigh,N,0845,"White shark, 8' to 10'",20131006,"USA California Bunkers, Humboldt Bay, Eureka, Humboldt County",40.7195153,-124.242601,15.7,9.165705614567528,4.7,1016.2291060291059
754,Unprovoked,wading,M,12,Lacerations to  right forearm,N,1530,Small bull shark,20131010,"USA Florida Destin, Okaloosa County",30.3935337,-86.4957833,22.5,9.165705614567528,4.1,1018.1
755,Unprovoked,surfing,M,50,Lacerations to hand,N,1000,Not Determined,20130929,"USA Florida Melbourne Beach, Brevard County",28.0687742,-80.5595546,26.0,9.165705614567528,11.9,1014.4
756,Unprovoked,diving,M,27,Hand bitten ,N,1130,Not Determined,20130929,ISRAEL Southern District Ashdod,31.804381,34.655314,24.0,9.165705614567528,9.1,1016.2291060291059
757,Unprovoked,standing,M,7,Laceration and puncture wounds to ankle,N,1030,Not Determined,19875253,"USA Florida Panama City, Bay County",30.1588129,-85.6602058,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
758,Unprovoked,swimming,M,45,Lacerations to right foot,N,1300,Not Determined,19875253,"USA Florida Ormond Beach, Volusia County",29.2858129,-81.0558894,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
759,Unprovoked,surfing,M,27,Lacerations to left foream,N,0800,Not Determined,19875253,"USA Florida Carlin Park, Jupiter, Palm Beach County",26.9291055,-80.0691932,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
760,Unprovoked,swimming,M,21,Lacerations to right foot,N,1530,Bull shark,19875253,"USA Florida Casino Beach, Pensacola, Escambia County",30.332493,-87.14237899999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
761,Unprovoked,surfing,F,13,Heel bitten,N,1300,3' shark,19875253,"USA Florida New Smyrna Beach,  Volusia County",29.0258191,-80.9269984,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
762,Provoked,surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,1600,3' shark,19875253,"USA Florida New Smyrna Beach,  Volusia County",29.0258191,-80.9269984,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
763,Unprovoked,standing,M,25,"Minor injury, shin bitten",N,1600,3' shark,19875253,"USA Florida New Smyrna Beach,  Volusia County",29.0258191,-80.9269984,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
764,Unprovoked,swimming,M,17,Shoulder bitten,N,1300,Not Determined,19875253,"USA Florida Ormond Beach, Volusia County",29.2858129,-81.0558894,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
765,Provoked,no activity,M,3,Arm bitten by captive shark PROVOKED INCIDENT,N,9999,Nurse shark,19875253,USA Florida Key West Aquarium,24.55907,-81.807332,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
766,Unprovoked,casting,M,9,Lacerations to left calf,N,1200,4' shark,19875253,"USA Florida St Augustine Beach, St Johns County",29.8439828,-81.2711546,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
767,Unprovoked,swimming,M,27,Foot bitten,N,2300,Salmon shark,20130831,"USA California Butterfly Beach, Montecito, Santa Barbara County",34.4176221,-119.6491956,23.3,9.165705614567528,5.8,1013.2
768,Unprovoked,boarding,F,11,Minor injury to left lower leg & heel,N,1700,Not Determined,19875253,"USA Florida Winterhaven Park,           Ponce Inlet, Volusia County",29.1047098,-80.9415953,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
769,Unprovoked,wrangling,M,27,Lacerations to left forearm,N,1500,Not Determined,19875253,AUSTRALIA New South Wales Smiths,35.3551484,-94.3577196,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
770,Unprovoked,surfing,M,16,Lacerations to buttocks & thigh,N,1300,Not Determined,19875253,USA Hawaii Pohoiki ,19.4608333,-154.8469444,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
771,Unprovoked,surfing,F,27,"No injury, shark bumped surfboard",N,1240,White shark,20130817,"USA California Pillar Point, Half-Moon Bay, San Mateo County",37.5030312,-122.4822904,15.4,9.165705614567528,20.2,1014.4
772,Unprovoked,snorkeling,F,20,FATAL,Y,1630,Tiger shark?,19875253,"USA Hawaii Makenat, Maui",20.6316217,-156.4447925,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
773,Unprovoked,kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,N,1355,Not Determined,19875253,"USA Hawaii Ka'a Point, Maui",20.8985743,-156.4473714,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
774,Unprovoked,surfing,M,10,"No injury, shark became entangled in his surfboard leash",N,1730,"Bull shark, 8'",20130811,USA South Carolina Folly Beach,32.6551798,-79.94036729999999,29.9,9.165705614567528,11.0,1019.6
775,Unprovoked,fishing,M,17,Minor injury to foot & shin,N,1500,"Bull shark, 6' to 8'",19875253,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
776,Unprovoked,snorkeling,F,56,"Lacerations to hand, face and torso",N,0845,Not Determined,19875253,"USA Hawaii Ulua Beach, Maui",20.6903433,-156.4436167,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
777,Unprovoked,swimming,M,32,Foot bitten,N,9999,Not Determined,19875253,"USA South Carolina Isle of Palms, Charleston County",32.8194131,-79.7343791,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
778,Unprovoked,spearfishing,M,40,Leg bitten,N,1605,6' shark,20130728,BAHAMAS Abaco Islands Scotland Cay,26.6458099,-77.0751538,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
779,Unprovoked,surfing,M,18,Lower leg bitten,N,1410,"Tiger shark, 8' to 10' ",19875253,"USA Hawaii White Plains Beach, Oahu",21.3035275,-158.0452282,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
780,Unprovoked,cleaning,M,64,Bitten on left hand,N,1645,Nurse shark,20130728,BAHAMAS Exuma Islands Compass Cay,24.2660998,-76.51702879999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
781,Unprovoked,diving,M,50,Bitten on rear lower extremities,N,1115,Not Determined,20130728,BAHAMAS Abaco Islands Grand Cay,27.2162615,-78.3230559,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
782,Unprovoked,swimming,F,18,FATAL,Y,1320,Not Determined,19875253,"BRAZIL Pernambuco Boa Viagem Beach, Recife",-8.11807,-34.8932392,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
783,Unprovoked,walking,F,50,Lacerations and abrasions to foot and ankle,N,1430,Not Determined,20130719,"USA Alabama Gulf Shores, Baldwin County",30.2460361,-87.70081929999999,24.9,9.165705614567528,7.7,1016.2291060291059
784,Unprovoked,swimming,F,15,FATAL,Y,1415,Not Determined,20130715,REUNION Saint-Paul Le cimetiÃ¨re marin,-21.0148092,55.2602795,21.0,0.8,21.4,1016.2291060291059
785,Unprovoked,wading,F,63,Right foot bitten,N,1520,Not Determined,20130711,USA North Carolina Holden Beach. Brunswick County,33.9139209,-78.26938849999999,27.4,9.165705614567528,16.2,1016.2291060291059
